date UTC since epoch [s],date from Keithley,Voltage AFE U[V],Voltage AFE U[bit],Voltage Keithley [V],master measured voltage U[bit],slave measured voltage U[bit],master measured current U[bit],slave measured current U[bit]
1651240119.9468923,29-Apr-202215:48:39.00,59.5,1053,-59.5432,3325,3333,2023,0
1651240128.643017,29-Apr-202215:48:47.00,59.5,1053,-59.5438,3325,3334,1291,0
1651240137.339027,29-Apr-202215:48:56.00,59.5,1053,-59.5437,3325,3334,3405,0
1651240146.0267234,29-Apr-202215:49:05.00,59.5,1053,-59.5437,3325,3333,1841,0
1651240154.712602,29-Apr-202215:49:14.00,59.5,1053,-59.5438,3325,3334,2078,0
1651240163.375285,29-Apr-202215:49:22.00,59.5,1053,-59.5439,3325,3333,3175,0
1651240172.0530949,29-Apr-202215:49:31.00,59.5,1053,-59.5433,3326,3334,1332,0
1651240180.751868,29-Apr-202215:49:40.00,59.5,1053,-59.5425,3324,3333,1962,0
1651240189.4012532,29-Apr-202215:49:48.00,59.5,1053,-59.5425,3325,3334,3288,0
1651240198.0918572,29-Apr-202215:49:48.00,59.5,1053,-59.5425,3324,3333,3340,0
1651240206.7900386,29-Apr-202215:50:06.00,59.5,1053,-59.5424,3325,3333,2124,0
1651240215.4622798,29-Apr-202215:50:14.00,59.5,1053,-59.543,3325,3333,1223,0
1651240224.119489,29-Apr-202215:50:14.00,59.5,1053,-59.543,3325,3333,1930,0
1651240232.8286116,29-Apr-202215:50:32.00,59.5,1053,-59.5423,3325,3333,3357,0
1651240241.4993174,29-Apr-202215:50:40.00,59.5,1053,-59.5429,3325,3334,2947,0
1651240250.20186,29-Apr-202215:50:49.00,59.5,1053,-59.5427,3325,3333,1944,0
1651240258.8558123,29-Apr-202215:50:58.00,59.5,1053,-59.5418,3325,3333,1251,0
1651240267.5496044,29-Apr-202215:51:06.00,59.5,1053,-59.5416,3325,3333,2482,0
1651240276.215303,29-Apr-202215:51:15.00,59.5,1053,-59.542,3325,3333,3367,0
1651240284.9288793,29-Apr-202215:51:24.00,59.5,1053,-59.5417,3325,3334,3376,0
1651240293.5764818,29-Apr-202215:51:32.00,59.5,1053,-59.5423,3325,3333,3028,0
1651240302.2758057,29-Apr-202215:51:41.00,59.5,1053,-59.5416,3325,3334,1529,0
1651240310.92057,29-Apr-202215:51:50.00,59.5,1053,-59.5418,3325,3334,1537,0
1651240319.6124027,29-Apr-202215:51:58.00,59.5,1053,-59.5422,3324,3334,1430,0
1651240328.3008797,29-Apr-202215:52:07.00,59.5,1053,-59.5428,3325,3334,2309,0
1651240336.9877908,29-Apr-202215:52:16.00,59.5,1053,-59.5423,3324,3333,3418,0
1651240345.6435926,29-Apr-202215:52:24.00,59.5,1053,-59.5426,3326,3334,3142,0
1651240354.3215334,29-Apr-202215:52:33.00,59.5,1053,-59.543,3325,3333,2659,0
1651240363.0218947,29-Apr-202215:52:42.00,59.5,1053,-59.5434,3325,3334,1993,0
1651240371.673793,29-Apr-202215:52:50.00,59.5,1053,-59.5423,3325,3334,1333,0
1651240380.3736408,29-Apr-202215:52:59.00,59.5,1053,-59.5416,3325,3333,1643,0
1651240389.0533311,29-Apr-202215:53:08.00,59.5,1053,-59.5418,3325,3333,3410,0
1651240397.7330043,29-Apr-202215:53:17.00,59.5,1053,-59.5431,3325,3334,2095,0
1651240406.4028945,29-Apr-202215:53:25.00,59.5,1053,-59.5424,3325,3333,1218,0
1651240415.0986645,29-Apr-202215:53:34.00,59.5,1053,-59.5426,3325,3334,1276,0
1651240423.7835362,29-Apr-202215:53:43.00,59.5,1053,-59.5427,3325,3333,1760,0
1651240432.4777615,29-Apr-202215:53:51.00,59.5,1053,-59.5425,3325,3335,2509,0
1651240441.1285353,29-Apr-202215:54:00.00,59.5,1053,-59.542,3325,3333,2921,0
1651240449.837711,29-Apr-202215:54:09.00,59.5,1053,-59.5418,3325,3333,3269,0
1651240458.482613,29-Apr-202215:54:17.00,59.5,1053,-59.5429,3325,3334,3408,0
1651240467.1518948,29-Apr-202215:54:26.00,59.5,1053,-59.5428,3325,3334,1787,0
1651240475.8511238,29-Apr-202215:54:35.00,59.5,1053,-59.5434,3325,3334,3440,0
1651240484.5410006,29-Apr-202215:54:43.00,59.5,1053,-59.5434,3325,3334,2225,0
1651240493.1951451,29-Apr-202215:54:52.00,59.5,1053,-59.5428,3326,3333,1434,0
1651240501.888682,29-Apr-202215:55:01.00,59.5,1053,-59.5434,3325,3333,1250,0
1651240510.554477,29-Apr-202215:55:09.00,59.5,1053,-59.5431,3325,3334,1970,0
1651240519.2548764,29-Apr-202215:55:18.00,59.5,1053,-59.5433,3325,3334,2691,0
1651240527.9098353,29-Apr-202215:55:27.00,59.5,1053,-59.5435,3325,3333,3321,0
1651240536.5944517,29-Apr-202215:55:35.00,59.5,1053,-59.5434,3325,3334,3009,0
1651240545.2906096,29-Apr-202215:55:44.00,59.5,1053,-59.5425,3325,3333,1219,0
1651240553.9447992,29-Apr-202215:55:53.00,59.5,1053,-59.5426,3326,3333,3123,0
1651240562.6390498,29-Apr-202215:56:01.00,59.5,1053,-59.5429,3325,3333,2708,0
1651240571.3052678,29-Apr-202215:56:10.00,59.5,1053,-59.5421,3325,3333,1279,0
1651240579.954941,29-Apr-202215:56:10.00,59.5,1053,-59.5421,3325,3334,1739,0
1651240588.6633425,29-Apr-202215:56:27.00,59.5,1053,-59.5419,3325,3334,3331,0
1651240597.3467412,29-Apr-202215:56:36.00,59.5,1053,-59.5425,3325,3333,2469,0
1651240606.0449681,29-Apr-202215:56:45.00,59.5,1053,-59.5426,3325,3333,1443,0
1651240614.683026,29-Apr-202215:56:45.00,59.5,1053,-59.5426,3325,3333,3351,0
1651240623.3825119,29-Apr-202215:57:02.00,59.5,1053,-59.5418,3326,3333,2081,0
1651240632.0634995,29-Apr-202215:57:11.00,59.5,1053,-59.5418,3325,3334,1378,0
1651240640.7721534,29-Apr-202215:57:20.00,59.5,1053,-59.5423,3325,3333,3333,0
1651240649.4061387,29-Apr-202215:57:20.00,59.5,1053,-59.5423,3325,3334,2111,0
1651240658.1306643,29-Apr-202215:57:37.00,59.5,1053,-59.5426,3325,3333,3358,0
1651240666.815416,29-Apr-202215:57:46.00,59.5,1053,-59.542,3325,3333,1248,0
1651240675.468796,29-Apr-202215:57:54.00,59.5,1053,-59.5421,3325,3333,2757,0
1651240684.1563113,29-Apr-202215:58:03.00,59.5,1053,-59.5419,3325,3333,3285,0
1651240692.8279698,29-Apr-202215:58:12.00,59.5,1053,-59.5419,3325,3334,1847,0
1651240701.5460424,29-Apr-202215:58:20.00,59.5,1053,-59.5425,3325,3334,1511,0
1651240710.1792645,29-Apr-202215:58:20.00,59.5,1053,-59.5425,3325,3333,3254,0
1651240718.8900719,29-Apr-202215:58:38.00,59.5,1053,-59.5424,3325,3333,2572,0
1651240727.571743,29-Apr-202215:58:46.00,59.5,1053,-59.5421,3325,3333,1259,0
1651240736.2704191,29-Apr-202215:58:55.00,59.5,1053,-59.5421,3325,3333,2805,0
1651240744.9073434,29-Apr-202215:58:55.00,59.5,1053,-59.5421,3325,3333,2951,0
1651240753.6055634,29-Apr-202215:59:12.00,59.5,1053,-59.5423,3325,3333,1215,0
1651240762.2935712,29-Apr-202215:59:21.00,59.5,1053,-59.5423,3325,3334,2882,0
1651240770.9960706,29-Apr-202215:59:30.00,59.5,1053,-59.5419,3325,3333,2910,0
1651240779.6304054,29-Apr-202215:59:30.00,59.5,1053,-59.5419,3325,3333,1214,0
1651240788.3464293,29-Apr-202215:59:47.00,59.5,1053,-59.5425,3325,3334,2947,0
1651240797.0389414,29-Apr-202215:59:56.00,59.5,1053,-59.5427,3325,3334,2404,0
1651240805.7287796,29-Apr-202216:00:05.00,59.5,1053,-59.5419,3325,3333,1222,0
1651240814.4122498,29-Apr-202216:00:13.00,59.5,1053,-59.542,3325,3334,2683,0
1651240823.132442,29-Apr-202216:00:22.00,59.5,1053,-59.5416,3325,3334,2910,0
1651240831.7763557,29-Apr-202216:00:31.00,59.5,1053,-59.5423,3324,3334,1302,0
1651240840.462246,29-Apr-202216:00:39.00,59.5,1053,-59.5429,3325,3333,3385,0
1651240849.1482267,29-Apr-202216:00:48.00,59.5,1053,-59.5429,3325,3334,1624,0
1651240857.858695,29-Apr-202216:00:57.00,59.5,1053,-59.5427,3325,3333,2731,0
1651240866.5052698,29-Apr-202216:01:05.00,59.5,1053,-59.5423,3325,3334,1598,0
1651240875.1935935,29-Apr-202216:01:14.00,59.5,1053,-59.5425,3325,3333,1542,0
1651240883.9053295,29-Apr-202216:01:23.00,59.5,1053,-59.5425,3325,3333,3351,0
1651240892.5494041,29-Apr-202216:01:31.00,59.5,1053,-59.5431,3325,3333,1273,0
1651240901.2439,29-Apr-202216:01:40.00,59.5,1053,-59.5421,3325,3333,3062,0
1651240909.9407387,29-Apr-202216:01:49.00,59.5,1053,-59.5428,3325,3334,2019,0
1651240918.6299515,29-Apr-202216:01:57.00,59.5,1053,-59.5415,3325,3334,2312,0
1651240927.331121,29-Apr-202216:02:06.00,59.5,1053,-59.5412,3325,3333,2515,0
1651240935.971156,29-Apr-202216:02:15.00,59.5,1053,-59.5427,3325,3333,1937,0
1651240944.6530287,29-Apr-202216:02:23.00,59.5,1053,-59.5424,3325,3334,2461,0
1651240953.3578227,29-Apr-202216:02:32.00,59.5,1053,-59.5425,3325,3334,2364,0
1651240962.0021272,29-Apr-202216:02:41.00,59.5,1053,-59.5429,3325,3334,2093,0
1651240970.7093563,29-Apr-202216:02:50.00,59.5,1053,-59.5429,3325,3333,2868,0
1651240979.4027138,29-Apr-202216:02:58.00,59.5,1053,-59.5431,3325,3334,1249,0
1651240988.0888798,29-Apr-202216:03:07.00,59.5,1053,-59.5423,3324,3334,3307,0
1651240996.7686718,29-Apr-202216:03:16.00,59.5,1053,-59.5426,3325,3334,2120,0
1651241005.4359336,29-Apr-202216:03:24.00,59.5,1053,-59.5416,3325,3333,1499,0
1651241014.111652,29-Apr-202216:03:33.00,59.5,1053,-59.542,3325,3334,3445,0
1651241022.8090384,29-Apr-202216:03:42.00,59.5,1053,-59.5416,3325,3334,1224,0
1651241031.4480975,29-Apr-202216:03:42.00,59.5,1053,-59.5416,3325,3333,3251,0
1651241040.1517124,29-Apr-202216:03:59.00,59.5,1053,-59.5418,3325,3334,2543,0
1651241048.8369017,29-Apr-202216:04:08.00,59.5,1053,-59.541,3325,3334,1236,0
1651241057.5237427,29-Apr-202216:04:16.00,59.5,1053,-59.5418,3324,3334,2898,0
1651241066.1738708,29-Apr-202216:04:16.00,59.5,1053,-59.5418,3325,3333,3318,0
1651241074.8930204,29-Apr-202216:04:34.00,59.5,1053,-59.5417,3324,3334,2084,0
1651241083.5847313,29-Apr-202216:04:42.00,59.5,1053,-59.5418,3325,3333,3376,0
1651241092.2831583,29-Apr-202216:04:51.00,59.5,1053,-59.5416,3325,3333,1340,0
1651241100.921052,29-Apr-202216:04:51.00,59.5,1053,-59.5416,3324,3334,2677,0
1651241109.7210333,29-Apr-202216:05:08.00,59.5,1053,-59.5418,3325,3334,2587,0
1651241118.3798487,29-Apr-202216:05:17.00,59.5,1053,-59.5411,3325,3333,1688,0
1651241127.0456166,29-Apr-202216:05:26.00,59.5,1053,-59.5412,3325,3334,3365,0
1651241135.7323778,29-Apr-202216:05:35.00,59.5,1053,-59.5419,3325,3333,1305,0
1651241144.4150972,29-Apr-202216:05:43.00,59.5,1053,-59.5424,3324,3333,3048,0
1651241153.1262581,29-Apr-202216:05:52.00,59.5,1053,-59.5422,3325,3333,2368,0
1651241161.7738695,29-Apr-202216:06:01.00,59.5,1053,-59.5422,3325,3334,1358,0
1651241170.4574764,29-Apr-202216:06:09.00,59.5,1053,-59.5419,3325,3334,2863,0
1651241179.1378386,29-Apr-202216:06:18.00,59.5,1053,-59.5425,3325,3333,3362,0
1651241187.8500233,29-Apr-202216:06:27.00,59.5,1053,-59.5427,3325,3334,1784,0
1651241196.501941,29-Apr-202216:06:35.00,59.5,1053,-59.543,3325,3333,1244,0
1651241205.200246,29-Apr-202216:06:44.00,59.5,1053,-59.5421,3326,3334,2141,0
1651241213.9081576,29-Apr-202216:06:53.00,59.5,1053,-59.5428,3325,3333,3349,0
1651241222.588889,29-Apr-202216:07:01.00,59.5,1053,-59.543,3325,3334,2514,0
1651241231.2669435,29-Apr-202216:07:10.00,59.5,1053,-59.5416,3325,3334,1419,0
1651241239.9809961,29-Apr-202216:07:19.00,59.5,1053,-59.5415,3325,3333,3404,0
1651241248.6356158,29-Apr-202216:07:27.00,59.5,1053,-59.5426,3325,3334,2021,0
1651241257.311347,29-Apr-202216:07:36.00,59.5,1053,-59.5422,3324,3334,1750,0
1651241266.0080097,29-Apr-202216:07:45.00,59.5,1053,-59.5427,3326,3334,3354,0
1651241274.6469114,29-Apr-202216:07:45.00,59.5,1053,-59.5427,3324,3333,1597,0
1651241283.3447363,29-Apr-202216:08:02.00,59.5,1053,-59.5419,3325,3334,1657,0
1651241292.0248253,29-Apr-202216:08:11.00,59.5,1053,-59.5427,3324,3333,2786,0
1651241300.6681175,29-Apr-202216:08:11.00,59.5,1053,-59.5427,3325,3333,3436,0
1651241309.384133,29-Apr-202216:08:28.00,59.5,1053,-59.5421,3325,3334,1297,0
1651241318.0113597,29-Apr-202216:08:28.00,59.5,1053,-59.5421,3325,3334,2173,0
1651241326.7233484,29-Apr-202216:08:46.00,59.5,1053,-59.5411,3325,3333,3295,0
1651241335.404282,29-Apr-202216:08:54.00,59.5,1053,-59.5407,3325,3334,3051,0
1651241344.0977871,29-Apr-202216:09:03.00,59.5,1053,-59.5407,3324,3334,1477,0
1651241352.7176104,29-Apr-202216:09:03.00,59.5,1053,-59.5407,3325,3334,1668,0
1651241361.4197855,29-Apr-202216:09:20.00,59.5,1053,-59.5405,3325,3334,3319,0
1651241370.1159492,29-Apr-202216:09:29.00,59.5,1053,-59.5403,3325,3334,2548,0
1651241378.7680693,29-Apr-202216:09:38.00,59.5,1053,-59.5402,3325,3334,1264,0
1651241387.4468577,29-Apr-202216:09:46.00,59.5,1053,-59.5402,3325,3333,2834,0
1651241396.1416624,29-Apr-202216:09:55.00,59.5,1053,-59.5408,3325,3334,3323,0
1651241404.7819934,29-Apr-202216:09:55.00,59.5,1053,-59.5408,3325,3333,1931,0
1651241413.4827564,29-Apr-202216:10:12.00,59.5,1053,-59.5418,3325,3333,1276,0
1651241422.1736274,29-Apr-202216:10:21.00,59.5,1053,-59.5415,3325,3333,2584,0
1651241430.870401,29-Apr-202216:10:30.00,59.5,1053,-59.5418,3325,3333,3429,0
1651241439.5736804,29-Apr-202216:10:38.00,59.5,1053,-59.5409,3325,3333,2459,0
1651241448.226253,29-Apr-202216:10:47.00,59.5,1053,-59.5417,3325,3333,1469,0
1651241456.8994114,29-Apr-202216:10:56.00,59.5,1053,-59.5419,3325,3333,1406,0
1651241465.593851,29-Apr-202216:11:04.00,59.5,1053,-59.5422,3325,3334,2258,0
1651241474.2356524,29-Apr-202216:11:13.00,59.5,1053,-59.5415,3325,3333,2831,0
1651241482.9415002,29-Apr-202216:11:22.00,59.5,1053,-59.5409,3325,3333,1712,0
1651241491.5880704,29-Apr-202216:11:30.00,59.5,1053,-59.5408,3325,3334,1245,0
1651241500.2932782,29-Apr-202216:11:39.00,59.5,1053,-59.5405,3325,3333,1816,0
1651241508.983332,29-Apr-202216:11:48.00,59.5,1053,-59.5416,3325,3334,2049,0
1651241517.6796525,29-Apr-202216:11:56.00,59.5,1053,-59.5412,3325,3333,2782,0
1651241526.3678994,29-Apr-202216:12:05.00,59.5,1053,-59.5415,3325,3334,3396,0
1651241534.9955175,29-Apr-202216:12:05.00,59.5,1053,-59.5415,3325,3333,3399,0
1651241543.7098632,29-Apr-202216:12:23.00,59.5,1053,-59.5423,3325,3334,2862,0
1651241552.398939,29-Apr-202216:12:31.00,59.5,1053,-59.5417,3324,3333,2100,0
1651241561.096625,29-Apr-202216:12:40.00,59.5,1053,-59.5423,3325,3333,1797,0
1651241569.7319093,29-Apr-202216:12:40.00,59.5,1053,-59.5423,3325,3334,1554,0
1651241578.4392066,29-Apr-202216:12:57.00,59.5,1053,-59.5411,3325,3333,1213,0
1651241587.1173325,29-Apr-202216:13:06.00,59.5,1053,-59.5406,3325,3333,1266,0
1651241595.806269,29-Apr-202216:13:15.00,59.5,1053,-59.5405,3326,3334,1606,0
1651241604.465884,29-Apr-202216:13:23.00,59.5,1053,-59.5404,3325,3333,2434,0
1651241613.149051,29-Apr-202216:13:32.00,59.5,1053,-59.5408,3324,3334,3462,0
1651241621.8475454,29-Apr-202216:13:41.00,59.5,1053,-59.5416,3325,3334,2936,0
1651241630.5467486,29-Apr-202216:13:49.00,59.5,1053,-59.5411,3325,3333,2294,0
1651241639.1991956,29-Apr-202216:13:58.00,59.5,1053,-59.5409,3325,3334,1553,0
1651241647.8850312,29-Apr-202216:14:07.00,59.5,1053,-59.5406,3325,3333,1263,0
1651241656.5584538,29-Apr-202216:14:15.00,59.5,1053,-59.541,3325,3334,1270,0
1651241665.273774,29-Apr-202216:14:24.00,59.5,1053,-59.5414,3325,3333,1821,0
1651241673.9296207,29-Apr-202216:14:33.00,59.5,1053,-59.5412,3325,3333,2156,0
1651241682.6281376,29-Apr-202216:14:41.00,59.5,1053,-59.5413,3325,3334,2595,0
1651241691.3198261,29-Apr-202216:14:50.00,59.5,1053,-59.5415,3325,3333,1409,0
1651241699.9696095,29-Apr-202216:14:59.00,59.5,1053,-59.542,3325,3333,1798,0
1651241708.6639993,29-Apr-202216:15:07.00,59.5,1053,-59.5418,3325,3333,3410,0
1651241717.3348725,29-Apr-202216:15:16.00,59.5,1053,-59.5422,3325,3333,2082,0
1651241726.0510604,29-Apr-202216:15:25.00,59.5,1053,-59.5424,3325,3334,1415,0
1651241734.6850543,29-Apr-202216:15:25.00,59.5,1053,-59.5424,3325,3334,3001,0
1651241743.3941896,29-Apr-202216:15:42.00,59.5,1053,-59.5418,3324,3333,2874,0
1651241752.072722,29-Apr-202216:15:51.00,59.5,1053,-59.5419,3325,3333,1297,0
1651241760.769035,29-Apr-202216:16:00.00,59.5,1053,-59.5417,3325,3333,1369,0
1651241769.5086474,29-Apr-202216:16:08.00,59.5,1053,-59.5424,3325,3333,2359,0
1651241778.1646852,29-Apr-202216:16:17.00,59.5,1053,-59.5433,3325,3333,3399,0
1651241786.824162,29-Apr-202216:16:26.00,59.5,1053,-59.5426,3325,3334,2937,0
1651241795.5046134,29-Apr-202216:16:34.00,59.5,1053,-59.542,3325,3333,2094,0
1651241804.2079484,29-Apr-202216:16:43.00,59.5,1053,-59.5425,3325,3334,1815,0
1651241812.8642237,29-Apr-202216:16:52.00,59.5,1053,-59.543,3325,3334,1740,0
1651241821.5542996,29-Apr-202216:17:00.00,59.5,1053,-59.543,3325,3333,1358,0
1651241830.2666364,29-Apr-202216:17:09.00,59.5,1053,-59.5422,3325,3334,1300,0
1651241838.9160316,29-Apr-202216:17:18.00,59.5,1053,-59.542,3325,3334,2043,0
1651241847.582128,29-Apr-202216:17:26.00,59.5,1053,-59.5423,3325,3334,3222,0
1651241856.26893,29-Apr-202216:17:35.00,59.5,1053,-59.5416,3325,3335,3394,0
1651241864.9539874,29-Apr-202216:17:44.00,59.5,1053,-59.5414,3325,3334,2938,0
1651241873.6569173,29-Apr-202216:17:52.00,59.5,1053,-59.5415,3325,3334,1748,0
1651241882.3112826,29-Apr-202216:18:01.00,59.5,1053,-59.5418,3325,3333,1248,0
1651241890.9952762,29-Apr-202216:18:10.00,59.5,1053,-59.5412,3325,3333,3090,0
1651241899.6985269,29-Apr-202216:18:18.00,59.5,1053,-59.5412,3325,3333,2032,0
1651241908.3526003,29-Apr-202216:18:27.00,59.5,1053,-59.5413,3326,3333,1256,0
1651241917.052698,29-Apr-202216:18:36.00,59.5,1053,-59.5419,3325,3333,1502,0
1651241925.733796,29-Apr-202216:18:45.00,59.5,1053,-59.5423,3325,3334,2239,0
1651241934.4266055,29-Apr-202216:18:53.00,59.5,1053,-59.5417,3325,3333,2888,0
1651241943.0823827,29-Apr-202216:19:02.00,59.5,1053,-59.5414,3325,3333,3220,0
1651241951.765939,29-Apr-202216:19:11.00,59.5,1053,-59.5411,3325,3333,3399,0
1651241960.4573271,29-Apr-202216:19:19.00,59.5,1053,-59.5418,3325,3333,3408,0
1651241969.1568997,29-Apr-202216:19:28.00,59.5,1053,-59.5416,3325,3333,3129,0
1651241977.80802,29-Apr-202216:19:37.00,59.5,1053,-59.5413,3325,3333,2730,0
1651241986.502965,29-Apr-202216:19:45.00,59.5,1053,-59.5415,3325,3333,1791,0
1651241995.181649,29-Apr-202216:19:54.00,59.5,1053,-59.5412,3325,3334,1222,0
1651242003.8868186,29-Apr-202216:20:03.00,59.5,1053,-59.5411,3325,3333,1408,0
1651242012.5178366,29-Apr-202216:20:11.00,59.5,1053,-59.5408,3326,3333,1602,0
1651242021.2016678,29-Apr-202216:20:20.00,59.5,1053,-59.5411,3325,3334,2252,0
1651242029.9060931,29-Apr-202216:20:29.00,59.5,1053,-59.5416,3325,3334,2398,0
1651242038.5584295,29-Apr-202216:20:37.00,59.5,1053,-59.5408,3325,3334,2833,0
1651242047.2511618,29-Apr-202216:20:46.00,59.5,1053,-59.5408,3325,3334,3334,0
1651242055.9253082,29-Apr-202216:20:55.00,59.5,1053,-59.5412,3325,3333,3414,0
1651242064.6314356,29-Apr-202216:21:03.00,59.5,1053,-59.5408,3325,3333,3415,0
1651242073.2723033,29-Apr-202216:21:12.00,59.5,1053,-59.5413,3325,3334,3384,0
1651242081.9782672,29-Apr-202216:21:21.00,59.5,1053,-59.5409,3325,3333,1220,0
1651242090.62467,29-Apr-202216:21:29.00,59.5,1053,-59.5402,3325,3333,1366,0
1651242099.3266077,29-Apr-202216:21:38.00,59.5,1053,-59.5387,3325,3333,1751,0
1651242108.006014,29-Apr-202216:21:47.00,59.5,1053,-59.5395,3325,3334,2904,0
1651242116.700359,29-Apr-202216:21:55.00,59.5,1053,-59.5408,3325,3333,3451,0
1651242125.3343465,29-Apr-202216:21:55.00,59.5,1053,-59.5408,3325,3333,2957,0
